pmid,food_key,coder1,coder2,adjudicated,final_label,reason,sublabels
22582307,chicken,exclude,exclude,False,exclude,livestock-heat,
22696485,chicken,exclude,exclude,False,exclude,animal,
22937744,chicken,exclude,exclude,False,exclude,animal,
23100593,chicken,exclude,exclude,False,exclude,animal,
23110398,chicken,exclude,exclude,False,exclude,animal,
23430386,chicken,exclude,exclude,False,exclude,animal,
23436537,chicken,exclude,exclude,False,exclude,name-only,
23629887,chicken,exclude,exclude,False,exclude,animal,
23736053,chicken,exclude,exclude,False,exclude,livestock-heat,
23755041,chicken,exclude,exclude,False,exclude,animal,
23787299,chicken,exclude,exclude,False,exclude,livestock-heat,
23816981,chicken,exclude,exclude,False,exclude,animal,
238270,chicken,exclude,exclude,False,exclude,animal,
23909913,chicken,exclude,exclude,False,exclude,animal,
24079476,chicken,exclude,exclude,False,exclude,animal,
24123731,chicken,exclude,exclude,False,exclude,animal,
24255715,chicken,exclude,exclude,False,exclude,animal,
2441835,chicken,exclude,exclude,False,exclude,animal,
24477248,chicken,exclude,exclude,False,exclude,animal,
24552175,chicken,exclude,exclude,False,exclude,animal,
24570465,chicken,exclude,exclude,False,exclude,animal,
24752668,chicken,exclude,exclude,False,exclude,animal,
24795321,chicken,exclude,exclude,False,exclude,animal,
24932999,chicken,exclude,exclude,False,exclude,livestock-heat,
24934588,chicken,exclude,exclude,False,exclude,animal,
24954308,chicken,exclude,exclude,False,exclude,animal,
24973664,chicken,exclude,exclude,False,exclude,animal,
25086968,chicken,exclude,exclude,False,exclude,animal,
25180913,chicken,exclude,exclude,False,exclude,livestock-heat,
25289178,chicken,exclude,exclude,False,exclude,animal,
25289994,chicken,exclude,exclude,False,exclude,livestock-heat,
2538747,chicken,exclude,exclude,False,exclude,animal,
25630674,chicken,exclude,exclude,False,exclude,livestock-heat,
25754534,chicken,exclude,exclude,False,exclude,animal,
25932638,chicken,exclude,exclude,False,exclude,livestock-heat,
2594146,chicken,exclude,exclude,False,exclude,animal,
26072164,chicken,exclude,exclude,False,exclude,animal,
26462659,chicken,exclude,exclude,False,exclude,livestock-heat,
26679820,chicken,exclude,exclude,False,exclude,livestock-heat,
26681307,chicken,exclude,exclude,False,exclude,livestock-heat,
26724192,chicken,exclude,exclude,False,exclude,animal,
26994203,chicken,exclude,exclude,False,exclude,livestock-heat,
27080348,chicken,exclude,exclude,False,exclude,animal,
27150835,chicken,exclude,exclude,False,exclude,animal,
27183111,chicken,exclude,exclude,False,exclude,livestock-heat,
27264093,chicken,exclude,exclude,False,exclude,animal,
27347679,chicken,exclude,exclude,False,exclude,animal,
27557989,chicken,exclude,exclude,False,exclude,animal,
27587725,chicken,exclude,exclude,False,exclude,livestock-heat,
27702923,chicken,exclude,exclude,False,exclude,livestock-heat,
27857180,chicken,exclude,exclude,False,exclude,livestock-heat,
27916641,chicken,exclude,exclude,False,exclude,name-only,
28285958,chicken,exclude,exclude,False,exclude,animal,
28355309,chicken,exclude,exclude,False,exclude,animal,
28528892,chicken,exclude,exclude,False,exclude,livestock-heat,
2861956,chicken,exclude,exclude,False,exclude,animal,
28774753,chicken,exclude,exclude,False,exclude,livestock-heat,
28813778,chicken,exclude,exclude,False,exclude,animal,
28911262,chicken,exclude,exclude,False,exclude,livestock-heat,
28943447,chicken,exclude,exclude,False,exclude,name-only,
29053847,chicken,exclude,exclude,False,exclude,livestock-heat,
29054807,chicken,exclude,exclude,False,exclude,animal,
30381746,chicken,exclude,exclude,False,exclude,agri,
30425309,chicken,exclude,exclude,False,exclude,animal,
3045253,chicken,exclude,exclude,False,exclude,animal,
30624709,chicken,exclude,exclude,False,exclude,name-only,
30660023,chicken,exclude,exclude,False,exclude,animal,
30950314,chicken,exclude,exclude,False,exclude,animal,
30965090,chicken,exclude,exclude,False,exclude,animal,
30975407,chicken,exclude,exclude,False,exclude,livestock-heat,
31128657,chicken,exclude,exclude,False,exclude,livestock-heat,
31217129,chicken,exclude,exclude,False,exclude,animal,
31635770,chicken,exclude,exclude,False,exclude,animal,
31654812,chicken,exclude,exclude,False,exclude,animal,
31902381,chicken,exclude,exclude,False,exclude,animal,
32005146,chicken,exclude,exclude,False,exclude,animal,
32038701,chicken,exclude,exclude,False,exclude,animal,
32039497,chicken,exclude,exclude,False,exclude,animal,
32125976,chicken,exclude,exclude,False,exclude,livestock-heat,
32148030,chicken,exclude,exclude,False,exclude,animal,
32293543,chicken,exclude,exclude,False,exclude,animal,
32320452,chicken,exclude,exclude,False,exclude,animal,
32331280,chicken,exclude,exclude,False,exclude,livestock-heat,
32383307,chicken,exclude,exclude,False,exclude,livestock-heat,
32457922,chicken,exclude,exclude,False,exclude,livestock-heat,
32554937,chicken,exclude,exclude,False,exclude,no-thermal,
3257053,chicken,exclude,exclude,False,exclude,animal,
32582777,chicken,exclude,exclude,False,exclude,animal,
32674326,chicken,exclude,exclude,False,exclude,animal,
32908432,chicken,exclude,exclude,False,exclude,animal,
33094855,chicken,exclude,exclude,False,exclude,animal,
3315016,chicken,exclude,exclude,False,exclude,animal,
33233449,chicken,exclude,exclude,False,exclude,animal,
3325608,chicken,exclude,exclude,False,exclude,animal,
33383690,chicken,exclude,exclude,False,exclude,livestock-heat,
3339247,chicken,exclude,exclude,False,exclude,animal,
33415443,chicken,exclude,exclude,False,exclude,livestock-heat,
33417275,chicken,exclude,exclude,False,exclude,livestock-heat,
33472054,chicken,exclude,exclude,False,exclude,animal,
33758021,chicken,exclude,exclude,False,exclude,animal,
33764898,chicken,exclude,exclude,False,exclude,livestock-heat,
33823064,chicken,exclude,exclude,False,exclude,animal,
34016336,chicken,exclude,exclude,False,exclude,animal,
34220555,chicken,exclude,exclude,False,exclude,livestock-heat,
34475725,chicken,exclude,exclude,False,exclude,livestock-heat,
34826744,chicken,exclude,exclude,False,exclude,livestock-heat,
35083911,chicken,exclude,exclude,False,exclude,name-only,
35137544,chicken,exclude,exclude,False,exclude,name-only,
35417082,chicken,exclude,exclude,False,exclude,livestock-heat,
35435914,chicken,exclude,exclude,False,exclude,animal,
35453529,chicken,exclude,exclude,False,exclude,animal,
35453746,chicken,exclude,exclude,False,exclude,animal,
35630174,chicken,exclude,exclude,False,exclude,name-only,
35634161,chicken,exclude,exclude,False,exclude,livestock-heat,
35841636,chicken,exclude,exclude,False,exclude,animal,
35910562,chicken,exclude,exclude,False,exclude,animal,
35913614,chicken,exclude,exclude,False,exclude,livestock-heat,
35979430,chicken,exclude,exclude,False,exclude,livestock-heat,
36055023,chicken,exclude,exclude,False,exclude,livestock-heat,
36059721,chicken,exclude,exclude,False,exclude,animal,
36136701,chicken,exclude,exclude,False,exclude,animal,
36688676,chicken,exclude,exclude,False,exclude,animal,
36744229,chicken,exclude,exclude,False,exclude,livestock-heat,
37214233,chicken,exclude,exclude,False,exclude,livestock-heat,
37235396,chicken,exclude,exclude,False,exclude,livestock-heat,
37276745,chicken,exclude,exclude,False,exclude,animal,
37576780,chicken,exclude,exclude,False,exclude,livestock-heat,
37733454,chicken,exclude,exclude,False,exclude,animal,
38033332,chicken,exclude,exclude,False,exclude,livestock-heat,
38440751,chicken,exclude,exclude,False,exclude,animal,
38673954,chicken,exclude,exclude,False,exclude,livestock-heat,
38822378,chicken,exclude,exclude,False,exclude,animal,
38875961,chicken,exclude,exclude,False,exclude,livestock-heat,
38887537,chicken,exclude,exclude,False,exclude,animal,
38997965,chicken,exclude,exclude,False,exclude,animal,
3934027,chicken,exclude,exclude,False,exclude,animal,
39417774,chicken,exclude,exclude,False,exclude,livestock-heat,
3952990,chicken,exclude,exclude,False,exclude,animal,
39553243,chicken,exclude,exclude,False,exclude,animal,
3956598,chicken,exclude,exclude,False,exclude,invitro,
39578253,chicken,exclude,exclude,False,exclude,livestock-heat,
39682400,chicken,exclude,exclude,False,exclude,livestock-heat,
39726215,chicken,exclude,exclude,False,exclude,livestock-heat,
39765456,chicken,exclude,exclude,False,exclude,livestock-heat,
39831037,chicken,exclude,exclude,False,exclude,name-only,
39856460,chicken,exclude,exclude,False,exclude,livestock-heat,
39877350,chicken,exclude,exclude,False,exclude,livestock-heat,
40179544,chicken,exclude,exclude,False,exclude,animal,
40257501,chicken,exclude,exclude,False,exclude,animal,
40281948,chicken,exclude,exclude,False,exclude,animal,
40331234,chicken,exclude,exclude,False,exclude,name-only,
40387054,chicken,exclude,exclude,False,exclude,name-only,
40453950,chicken,exclude,exclude,False,exclude,livestock-heat,
40564230,chicken,exclude,exclude,False,exclude,livestock-heat,
40731384,chicken,exclude,exclude,False,exclude,livestock-heat,
40825272,chicken,exclude,exclude,False,exclude,livestock-heat,
40992326,chicken,exclude,exclude,False,exclude,invitro,
40997594,chicken,exclude,exclude,False,exclude,animal,
41133095,chicken,exclude,exclude,False,exclude,animal,
41227539,chicken,exclude,exclude,False,exclude,animal,
41233998,chicken,exclude,exclude,False,exclude,animal,
41295700,chicken,exclude,exclude,False,exclude,animal,
41349480,chicken,exclude,exclude,False,exclude,livestock-heat,
41367205,chicken,exclude,exclude,False,exclude,animal,
41603980,chicken,exclude,exclude,False,exclude,livestock-heat,
41723955,chicken,exclude,exclude,False,exclude,animal,
41862638,chicken,exclude,exclude,False,exclude,livestock-heat,
41955749,chicken,exclude,exclude,False,exclude,invitro,
42061241,chicken,exclude,exclude,False,exclude,livestock-heat,
42485672,chicken,exclude,exclude,False,exclude,livestock-heat,
4730826,chicken,exclude,exclude,False,exclude,animal,
541663,chicken,exclude,exclude,False,exclude,animal,
5501005,chicken,exclude,exclude,False,exclude,animal,
5597864,chicken,exclude,exclude,False,exclude,animal,
6070396,chicken,exclude,exclude,False,exclude,animal,
6085056,chicken,exclude,exclude,False,exclude,name-only,
6130888,chicken,exclude,exclude,False,exclude,animal,
6177871,chicken,exclude,exclude,False,exclude,invitro,
6322454,chicken,exclude,exclude,False,exclude,animal,
6632475,chicken,exclude,exclude,False,exclude,animal,
674067,chicken,exclude,exclude,False,exclude,animal,
6791150,chicken,exclude,exclude,False,exclude,animal,
6803186,chicken,exclude,exclude,False,exclude,animal,
6952,chicken,exclude,exclude,False,exclude,animal,
7002753,chicken,exclude,exclude,False,exclude,animal,
7034309,chicken,exclude,exclude,False,exclude,animal,
7165828,chicken,exclude,exclude,False,exclude,invitro,
723104,chicken,exclude,exclude,False,exclude,animal,
7317941,chicken,exclude,exclude,False,exclude,animal,
7396038,chicken,exclude,exclude,False,exclude,animal,
7396039,chicken,exclude,exclude,False,exclude,animal,
7435601,chicken,exclude,exclude,False,exclude,animal,
7599196,chicken,exclude,exclude,False,exclude,name-only,
7674307,chicken,exclude,exclude,False,exclude,animal,
781654,chicken,exclude,exclude,False,exclude,animal,
823173,chicken,exclude,exclude,False,exclude,animal,
8434052,chicken,exclude,exclude,False,exclude,animal,
912508,chicken,exclude,exclude,False,exclude,animal,
9219357,chicken,exclude,exclude,False,exclude,animal,
9416837,chicken,exclude,exclude,False,exclude,invitro,
9458922,chicken,exclude,exclude,False,exclude,livestock-heat,
9657529,chicken,exclude,exclude,False,exclude,animal,
9801153,chicken,exclude,exclude,False,exclude,animal,
10211048,chili pepper,include,include,False,include,human RCT measuring diet-induced thermogenesis after red pepper ingestion with high-fat/high-carb meals,
11227803,chili pepper,include,include,False,include,human study measuring energy expenditure and SNS activity after capsaicin-containing meal,constituent
11676017,chili pepper,include,include,False,include,human study measuring core body temperature and oxygen consumption after oral CH-19 Sweet red pepper,
11767210,chili pepper,exclude,exclude,False,exclude,animal,
12959953,chili pepper,exclude,exclude,False,exclude,animal,
17341828,chili pepper,include,include,False,include,human study measuring body temperature and sympathetic activity after oral CH-19 Sweet red pepper,
20925950,chili pepper,include,include,False,include,human RCT measuring postprandial energy expenditure after oral dihydrocapsiate,constituent
20932337,chili pepper,exclude,exclude,False,exclude,animal,
21093467,chili pepper,include,include,False,include,human RCT measuring energy expenditure and body/skin temperature after red pepper ingestion,
23844093,chili pepper,include,include,False,include,human RCT measuring 24h energy expenditure and DIT after capsaicin ingestion,constituent
26421678,chili pepper,exclude,exclude,False,exclude,name-only,review
26552144,chili pepper,exclude,exclude,False,exclude,animal,
2747924,chili pepper,exclude,exclude,False,exclude,animal,
27899046,chili pepper,exclude,exclude,False,exclude,name-only,review
29568185,chili pepper,exclude,exclude,False,exclude,animal,
31009639,chili pepper,exclude,exclude,False,exclude,animal,
32199999,chili pepper,exclude,exclude,False,exclude,name-only,review
33063385,chili pepper,include,include,False,include,systematic review and meta-analysis of capsaicinoids/capsinoids on thermogenesis (RMR) in healthy adults,review;constituent
33789250,chili pepper,exclude,include,True,include,"review-subject: stated objective is the effect on energy metabolism (§3 review rule), human evidence",review
38379484,chili pepper,exclude,exclude,False,exclude,name-only,
38531438,chili pepper,exclude,exclude,False,exclude,invitro,
38571755,chili pepper,include,include,False,include,human RCT measuring energy expenditure and fat oxidation after oral capsaicinoid formulation,constituent
38895664,chili pepper,exclude,exclude,False,exclude,name-only,
39289273,chili pepper,exclude,exclude,False,exclude,name-only,
3957721,chili pepper,include,include,False,include,human study measuring metabolic rate after chili ingestion,
39958175,chili pepper,exclude,exclude,False,exclude,animal,
40092148,chili pepper,exclude,include,True,exclude,"name-only: broad cold-weather military nutrition review, red pepper not the subject",
42186269,chili pepper,include,include,False,include,meta-analysis of capsaicin/capsinoids on thermogenesis and energy expenditure in humans,review;constituent
5498502,chili pepper,exclude,exclude,False,exclude,animal,
9487017,chili pepper,exclude,exclude,False,exclude,name-only,
18767348,coffee,exclude,exclude,False,exclude,name-only,
24448391,coffee,exclude,exclude,False,exclude,invitro,
26856274,coffee,include,include,False,include,review of natural thermogenic agents including caffeine with stated objective of thermogenesis,review
2912011,coffee,exclude,exclude,False,exclude,name-only,
29723112,coffee,include,include,False,include,human pilot study measuring REE and body temperature after green coffee consumption,
31235722,coffee,include,include,False,include,human in-vivo study measuring BAT (supraclavicular) temperature after drinking coffee,constituent
31505825,coffee,exclude,exclude,False,exclude,name-only,review
36517893,coffee,exclude,exclude,False,exclude,animal,
36603448,coffee,exclude,exclude,False,exclude,name-only,
36990367,coffee,exclude,exclude,False,exclude,animal,
37596386,coffee,exclude,exclude,False,exclude,invitro,
37764380,coffee,exclude,exclude,False,exclude,name-only,review
38140290,coffee,exclude,exclude,False,exclude,name-only,review
38694556,coffee,exclude,exclude,False,exclude,name-only,review
39519525,coffee,exclude,include,True,exclude,"name-only: bibliometric mapping of the caffeine-in-heat literature, not thermal-ingestion evidence",review
3957721,coffee,exclude,exclude,False,exclude,name-only,
42514427,coffee,exclude,exclude,False,exclude,name-only,
427705,coffee,exclude,exclude,False,exclude,name-only,
7485480,coffee,include,include,False,include,human study measuring coffee-induced thermogenesis and substrate oxidation in respiratory chamber,
7486839,coffee,include,include,False,include,human RCT measuring metabolic rate and skin/internal temperature after caffeine consumption,constituent
7951473,coffee,include,include,False,include,human study measuring coffee-induced thermogenesis and skin temperature,
8873167,coffee,exclude,exclude,False,exclude,animal,
9035968,coffee,exclude,exclude,False,exclude,animal,
9202101,coffee,include,include,False,include,human RCT measuring body temperature after oral caffeine ingestion,constituent
1330955,ginger,exclude,exclude,False,exclude,animal,
16580033,ginger,include,include,False,include,review of thermogenic effects of spices including ginger,review
17176640,ginger,exclude,exclude,False,exclude,animal,
18295202,ginger,exclude,exclude,False,exclude,animal,
2070449,ginger,exclude,exclude,False,exclude,animal,
21185236,ginger,exclude,exclude,False,exclude,species-mismatch,species-mismatch;sensu-lato
22538118,ginger,include,include,False,include,human RCT measuring thermic effect of food after ginger beverage (Z. officinale),
23021155,ginger,include,include,False,include,human RCT measuring postprandial DIT after oral ginger ingestion (Z. officinale),
23308394,ginger,exclude,exclude,False,exclude,species-mismatch,species-mismatch;sensu-lato
25875447,ginger,include,include,False,include,human controlled study measuring thermoregulatory function after oral dried ginger (Z. officinale),
27831646,ginger,exclude,exclude,False,exclude,animal,
28154330,ginger,exclude,exclude,False,exclude,name-only,review
29193411,ginger,exclude,exclude,False,exclude,name-only,review
29259648,ginger,include,exclude,True,exclude,animal: 33 rabbits per PMC full text (IACUC BUCM-3-2015032502-1002); abstract states no species,
30168574,ginger,exclude,exclude,False,exclude,name-only,review
30402121,ginger,include,include,False,include,human crossover measuring peripheral skin temperature after oral Z. officinale beverage,
30477855,ginger,exclude,exclude,False,exclude,name-only,
31369153,ginger,exclude,exclude,False,exclude,animal,
31505825,ginger,exclude,exclude,False,exclude,name-only,review
31586693,ginger,exclude,exclude,False,exclude,animal,
33789250,ginger,exclude,include,True,include,"review-subject: stated objective is the effect on energy metabolism (§3 review rule), human evidence",review
33952741,ginger,exclude,exclude,False,exclude,species-mismatch,species-mismatch;sensu-lato
34192599,ginger,exclude,exclude,False,exclude,animal,
34814768,ginger,exclude,exclude,False,exclude,name-only,
36058007,ginger,include,include,False,include,human RCT measuring REE after Z. officinale extract (3-month),
36424723,ginger,exclude,exclude,False,exclude,animal,
39023772,ginger,exclude,exclude,False,exclude,species-mismatch,species-mismatch;sensu-lato
39259072,ginger,exclude,include,True,exclude,"no-thermal: ginger RCT in COVID-19 outpatients, outcomes are viral clearance and symptoms",
39366495,ginger,exclude,exclude,False,exclude,animal,
40092148,ginger,exclude,include,True,exclude,"name-only: broad cold-weather military nutrition review, ginger not the subject",
40313435,ginger,exclude,exclude,False,exclude,species-mismatch,species-mismatch;sensu-lato
40577283,ginger,exclude,exclude,False,exclude,invitro,
41007640,ginger,exclude,exclude,False,exclude,animal,
42271377,ginger,exclude,exclude,False,exclude,species-mismatch,species-mismatch;sensu-lato
42308737,ginger,exclude,exclude,False,exclude,animal,
10529491,salt,exclude,exclude,False,exclude,no-thermal,
10679499,salt,exclude,exclude,False,exclude,animal,
10771232,salt,exclude,exclude,False,exclude,name-only,
10963751,salt,exclude,exclude,False,exclude,animal,
10985488,salt,exclude,exclude,False,exclude,name-only,
11094595,salt,exclude,exclude,False,exclude,no-thermal,
11244349,salt,exclude,exclude,False,exclude,name-only,
1125491,salt,exclude,exclude,False,exclude,animal,
1128176,salt,exclude,exclude,False,exclude,animal,
11282148,salt,exclude,exclude,False,exclude,animal,
11328747,salt,exclude,exclude,False,exclude,animal,
11492952,salt,exclude,exclude,False,exclude,no-thermal,
11505864,salt,exclude,exclude,False,exclude,no-thermal,
1152464,salt,exclude,exclude,False,exclude,name-only,
11599713,salt,exclude,exclude,False,exclude,agri,
11824399,salt,exclude,exclude,False,exclude,animal,
11910349,salt,exclude,exclude,False,exclude,animal,
11923264,salt,exclude,exclude,False,exclude,invitro,
12020645,salt,exclude,exclude,False,exclude,animal,
12040536,salt,exclude,exclude,False,exclude,animal,
12062317,salt,exclude,exclude,False,exclude,animal,
12065738,salt,exclude,exclude,False,exclude,name-only,
12108312,salt,exclude,exclude,False,exclude,name-only,
12321237,salt,exclude,exclude,False,exclude,no-thermal,
12396476,salt,exclude,exclude,False,exclude,invitro,
12433968,salt,exclude,exclude,False,exclude,animal,
12562678,salt,exclude,exclude,False,exclude,animal,
12610739,salt,exclude,exclude,False,exclude,name-only,
12745969,salt,exclude,exclude,False,exclude,no-thermal,
14032816,salt,exclude,exclude,False,exclude,no-thermal,
14639100,salt,exclude,exclude,False,exclude,animal,
14736778,salt,exclude,exclude,False,exclude,invitro,
14917618,salt,exclude,exclude,False,exclude,no-thermal,
15206271,salt,exclude,exclude,False,exclude,no-thermal,
15361896,salt,exclude,exclude,False,exclude,name-only,
15901050,salt,exclude,exclude,False,exclude,name-only,
15912679,salt,exclude,exclude,False,exclude,no-thermal,
16043883,salt,exclude,exclude,False,exclude,animal,
16055158,salt,exclude,exclude,False,exclude,name-only,
16092446,salt,exclude,exclude,False,exclude,name-only,
16409401,salt,exclude,exclude,False,exclude,animal,
16487908,salt,exclude,exclude,False,exclude,no-thermal,
16787847,salt,exclude,exclude,False,exclude,livestock-heat,
16908023,salt,exclude,exclude,False,exclude,animal,
17204068,salt,exclude,exclude,False,exclude,name-only,
17310641,salt,exclude,exclude,False,exclude,name-only,
17379285,salt,exclude,exclude,False,exclude,name-only,
17385431,salt,exclude,exclude,False,exclude,animal,
17569993,salt,exclude,exclude,False,exclude,animal,
18323038,salt,exclude,exclude,False,exclude,no-thermal,
18333658,salt,exclude,exclude,False,exclude,no-thermal,
18369660,salt,exclude,exclude,False,exclude,animal,
18495183,salt,exclude,exclude,False,exclude,animal,
1858802,salt,exclude,exclude,False,exclude,name-only,
18672929,salt,exclude,exclude,False,exclude,name-only,
18677901,salt,exclude,exclude,False,exclude,no-thermal,
18801926,salt,exclude,exclude,False,exclude,no-thermal,
18997076,salt,exclude,exclude,False,exclude,livestock-heat,
190383,salt,exclude,exclude,False,exclude,animal,
19393479,salt,exclude,exclude,False,exclude,no-thermal,
19684207,salt,exclude,exclude,False,exclude,animal,
19712477,salt,exclude,exclude,False,exclude,name-only,
19769528,salt,exclude,exclude,False,exclude,name-only,
19867238,salt,exclude,exclude,False,exclude,name-only,
19868742,salt,exclude,exclude,False,exclude,name-only,
20301512,salt,exclude,exclude,False,exclude,no-thermal,
20303218,salt,exclude,exclude,False,exclude,no-thermal,
20405255,salt,exclude,exclude,False,exclude,name-only,
20566061,salt,exclude,exclude,False,exclude,name-only,
20832700,salt,exclude,exclude,False,exclude,no-thermal,
20877688,salt,exclude,exclude,False,exclude,no-thermal,
21035471,salt,exclude,exclude,False,exclude,name-only,
21073325,salt,exclude,exclude,False,exclude,name-only,
21139431,salt,exclude,exclude,False,exclude,agri,
21143657,salt,exclude,exclude,False,exclude,animal,
21310891,salt,exclude,exclude,False,exclude,no-thermal,
2148191,salt,exclude,exclude,False,exclude,no-thermal,
21490606,salt,include,include,False,include,human-oral-salt-core-temperature,
21628384,salt,exclude,exclude,False,exclude,animal,
21694690,salt,exclude,exclude,False,exclude,animal,
21708694,salt,exclude,exclude,False,exclude,animal,
21798047,salt,exclude,exclude,False,exclude,no-thermal,
22359936,salt,exclude,exclude,False,exclude,animal,
2240751,salt,exclude,exclude,False,exclude,no-thermal,
22690601,salt,exclude,exclude,False,exclude,no-thermal,
22696485,salt,exclude,exclude,False,exclude,name-only,
22922106,salt,exclude,exclude,False,exclude,name-only,
23049236,salt,exclude,exclude,False,exclude,name-only,
23181762,salt,exclude,exclude,False,exclude,name-only,
23212455,salt,exclude,exclude,False,exclude,name-only,
23246203,salt,exclude,exclude,False,exclude,name-only,
23253191,salt,include,exclude,True,include,"human RCT, 10 cyclists: oral sodium+water, forearm skin blood flow and sweat rate measured [constituent]",
23500835,salt,exclude,exclude,False,exclude,animal,
23931727,salt,exclude,exclude,False,exclude,name-only,
2397155,salt,exclude,exclude,False,exclude,name-only,
24109554,salt,exclude,exclude,False,exclude,animal,
24136220,salt,exclude,exclude,False,exclude,animal,
2447412,salt,exclude,exclude,False,exclude,animal,
24601805,salt,exclude,exclude,False,exclude,name-only,
24666911,salt,exclude,exclude,False,exclude,name-only,
2479034,salt,exclude,exclude,False,exclude,animal,
24829987,salt,exclude,exclude,False,exclude,no-thermal,
24860681,salt,exclude,exclude,False,exclude,no-thermal,
24886177,salt,exclude,exclude,False,exclude,agri,
24970740,salt,exclude,exclude,False,exclude,name-only,
24997775,salt,exclude,exclude,False,exclude,animal,
2506334,salt,exclude,exclude,False,exclude,animal,
25158789,salt,exclude,exclude,False,exclude,name-only,
25217954,salt,exclude,exclude,False,exclude,name-only,
2525974,salt,exclude,exclude,False,exclude,no-thermal,
25434233,salt,exclude,exclude,False,exclude,animal,
25562998,salt,exclude,exclude,False,exclude,animal,
25729305,salt,include,exclude,True,include,"human, 11 endurance athletes: oral sodium supplementation, thermoregulation indices [constituent]",
26011164,salt,exclude,exclude,False,exclude,animal,
26282014,salt,exclude,exclude,False,exclude,name-only,
26317057,salt,exclude,exclude,False,exclude,animal,
26621332,salt,exclude,exclude,False,exclude,animal,
