source_id,candidate,final_label,reason,food_ja,food_en,direction,quote,rationale,batch
attaka_navi,大豆製品,include,,大豆製品,soy products,warm,鶏肉、魚、卵、大豆製品などを積極的に摂ることで、「食べるだけで温まる体」を目指せます。,A4: claims.csv が onkatsu_note の にんにく／ほうじ茶／黒豆茶 を 「血行をサポートする食材」「冷え対策に向いている飲み物」の quote で warm に coding しとる。D60 の文法テストは目的名詞一般に及ぶ,
attaka_navi,根菜,include,,根菜,root vegetables,warm,具材にはにんじんやかぶなどの温性の根菜を入れると、さらに効果的です。,A3: claims.csv の food_ja に `・` を含む行は 649中0、`（）` を含む行は6。→ `・` 複合は構成要素に割る（c2）／`（）` 複合は1行のまま（c1）,
attaka_navi,根菜類,include,,根菜類,root vegetables,warm,2. 地中で育つもの（根菜類の一部）,A1: §9.5 が明文で「『体が温まる！おすすめ温活レシピ』predicates it of the recipes as a group」と書いとる。見出しによる群述語は protocol 自身が認めとる。⚠️ claims.csv には料理が,
attaka_navi,水炊き,exclude,no-direction,,,,,A11: §9.5 が明文で vehicle を `no-direction` と書いとる（「朝の味噌汁です。温活食材である根菜類やねぎを入れて」→ 帰属は 根菜類/ねぎ）。claims.csv も 大根/納豆 は持つが 大根おろし/納豆ご飯 は持た,
attaka_navi,温性の根菜,include,,根菜,root vegetables,warm,酒粕（発酵食品）＋鮭（温性の魚）＋にんじん・かぶ（温性の根菜）を使った粕汁は、北陸や東北で昔から冬の定番とされてきた温活メニューです。,A3: claims.csv の food_ja に `・` を含む行は 649中0、`（）` を含む行は6。→ `・` 複合は構成要素に割る（c2）／`（）` 複合は1行のまま（c1）,
attaka_navi,温性の魚,include,,魚,fish,warm,酒粕（発酵食品）＋鮭（温性の魚）＋にんじん・かぶ（温性の根菜）を使った粕汁は、北陸や東北で昔から冬の定番とされてきた温活メニューです。,A3: claims.csv の food_ja に `・` を含む行は 649中0、`（）` を含む行は6。→ `・` 複合は構成要素に割る（c2）／`（）` 複合は1行のまま（c1）,
attaka_navi,生野菜サラダ,exclude,no-direction,,,,,A11: §9.5 が明文で vehicle を `no-direction` と書いとる（「朝の味噌汁です。温活食材である根菜類やねぎを入れて」→ 帰属は 根菜類/ねぎ）。claims.csv も 大根/納豆 は持つが 大根おろし/納豆ご飯 は持た,
attaka_navi,発酵食品は,include,,発酵食品,fermented foods,warm,発酵食品は、発酵過程で生まれる酵素が代謝を高め、体を温める作用があります。面白いのは、発酵によって食材の性質が変わること。,A2: 凍結 claims.csv が4形すべての癒着食品を、癒着したままの quote で拾っとる（yomeishu 6/6・kracie 5/5・hiesyo_com 5/5・onkatsu_note の `└小豆` は quote が「└小豆,
attaka_navi,納豆ご飯,exclude,no-direction,,,,,A11: §9.5 が明文で vehicle を `no-direction` と書いとる（「朝の味噌汁です。温活食材である根菜類やねぎを入れて」→ 帰属は 根菜類/ねぎ）。claims.csv も 大根/納豆 は持つが 大根おろし/納豆ご飯 は持た,
attaka_navi,羊肉,include,,羊肉,lamb,warm,特に羊肉（ラム）は体を温める効果が非常に高い肉類です。,A3: claims.csv の food_ja に `・` を含む行は 649中0、`（）` を含む行は6。→ `・` 複合は構成要素に割る（c2）／`（）` 複合は1行のまま（c1）,
attaka_navi,羊肉（ラム）,include,,羊肉（ラム）,lamb,warm,特に羊肉（ラム）は体を温める効果が非常に高い肉類です。寒い地域のモンゴルや北海道でジンギスカンが食べられてきたのも、羊肉の温め効果を経験的に知っていたからかもしれません。,A3: claims.csv の food_ja に `・` を含む行は 649中0、`（）` を含む行は6。→ `・` 複合は構成要素に割る（c2）／`（）` 複合は1行のまま（c1）,
attaka_navi,酒粕ベース,include,,酒粕ベース,sake lees-based hot pot,warm,味噌ベース、キムチベース、酒粕ベースの鍋は、発酵食品の温め効果がプラスされます。,A2: 凍結 claims.csv が4形すべての癒着食品を、癒着したままの quote で拾っとる（yomeishu 6/6・kracie 5/5・hiesyo_com 5/5・onkatsu_note の `└小豆` は quote が「└小豆,
attaka_navi,魚,include,,魚,fish,warm,鶏肉、魚、卵、大豆製品などを積極的に摂ることで、「食べるだけで温まる体」を目指せます。,A3: claims.csv の food_ja に `・` を含む行は 649中0、`（）` を含む行は6。→ `・` 複合は構成要素に割る（c2）／`（）` 複合は1行のまま（c1）,
basefood,「ベースフード」,exclude,not-food,,,,,D70: 商品ブランド名は not-food。rule 4 の正当化文「a generic term identifies no food to pair with the source」からの導出で、D30 の食品ユニバースに対応物が無い。凍結 claims.csv は企業サイト4本 151行にブランド行を1件も持たん,
basefood,ベースフード,exclude,not-food,,,,,D70: 商品ブランド名は not-food。rule 4 の正当化文「a generic term identifies no food to pair with the source」からの導出で、D30 の食品ユニバースに対応物が無い。凍結 claims.csv は企業サイト4本 151行にブランド行を1件も持たん,
basefood,ベースラーメン,exclude,not-food,,,,,D70: 商品ブランド名は not-food。rule 4 の正当化文「a generic term identifies no food to pair with the source」からの導出で、D30 の食品ユニバースに対応物が無い。凍結 claims.csv は企業サイト4本 151行にブランド行を1件も持たん,
basefood,焼きバナナ,include,,焼きバナナ,grilled banana,warm,温活を意識する場合は、焼きバナナのように加熱して取り入れる方法もおすすめです。,A4: claims.csv が onkatsu_note の にんにく／ほうじ茶／黒豆茶 を 「血行をサポートする食材」「冷え対策に向いている飲み物」の quote で warm に coding しとる。D60 の文法テストは目的名詞一般に及ぶ,
basefood,生姜湯,exclude,serving-temperature,,,,,A8: §9.4 rule 6 の根拠が §8 の kracie 白湯/生姜湯 裁定そのもので、§9.5 の vehicle 例も「朝の味噌汁」。claims.csv は oitr 味噌汁/生姜湯/スープ 0・kracie 白湯/生姜湯 0・bas,
basefood,肉,include,,肉,meat,warm,さらに、主食だけで済ませず、肉・魚・卵・大豆製品などのたんぱく質源を組みあわせることも大切です。,A4: claims.csv が onkatsu_note の にんにく／ほうじ茶／黒豆茶 を 「血行をサポートする食材」「冷え対策に向いている飲み物」の quote で warm に coding しとる。D60 の文法テストは目的名詞一般に及ぶ,
basefood,血流を整え内側から温める根菜類,include,,根菜類,root vegetables,warm,地中で育つ根菜類は、一般的に、冬の寒い時期に旬を迎えるものや色が濃いものは、体を温める性質が強いとされています。,A2: 凍結 claims.csv が4形すべての癒着食品を、癒着したままの quote で拾っとる（yomeishu 6/6・kracie 5/5・hiesyo_com 5/5・onkatsu_note の `└小豆` は quote が「└小豆,
basefood,魚,include,,魚,fish,warm,さらに、主食だけで済ませず、肉・魚・卵・大豆製品などのたんぱく質源を組みあわせることも大切です。,A4: claims.csv が onkatsu_note の にんにく／ほうじ茶／黒豆茶 を 「血行をサポートする食材」「冷え対策に向いている飲み物」の quote で warm に coding しとる。D60 の文法テストは目的名詞一般に及ぶ,
esse,赤身,include,,赤身,red meat and fish,warm,タンパク質：赤身（肉·魚）、エビ、タコ、貝類、小魚、納豆,A3: claims.csv の food_ja に `・` を含む行は 649中0、`（）` を含む行は6。→ `・` 複合は構成要素に割る（c2）／`（）` 複合は1行のまま（c1）,
esse,赤身（肉·魚）,include,,赤身（肉·魚）,lean red meat and fish,warm,赤身（肉·魚）,A3: claims.csv の food_ja に `・` を含む行は 649中0、`（）` を含む行は6。→ `・` 複合は構成要素に割る（c2）／`（）` 複合は1行のまま（c1）,
hiesyo_com,きるナス,include,,ナス,eggplant,cool,夏にできるナスやトマトも陰性食品です,entry-(b) / A2 癒着スパン: claims.csv が持つ帰属を両コーダーが一致で落とした（c1=fragment / c2=fragment）,
hiesyo_com,だからアジの開きや塩サケはしっかり体を温めます,include,,アジの開き,horse mackerel,warm,アジの開きや塩サケはしっかり体を温めます,entry-(b) / A2 癒着スパン: claims.csv が持つ帰属を両コーダーが一致で落とした（c1=fragment / c2=fragment）,
hiesyo_com,まぶしたポテトチップス,include,,ポテトチップス,potato,warm,油で揚げて塩をまぶしたポテトチップスは陽性です,entry-(b) / A2 癒着スパン: claims.csv が持つ帰属を両コーダーが一致で落とした（c1=fragment / c2=fragment）,
hiesyo_com,りんご,include,,りんご,apple,warm,体を冷やさない果物はりんごや柿,entry-(b) / A5 系（方向の読み・スパンは健全）: claims.csv が持つ帰属を両コーダーが一致で落とした（c1=no-direction / c2=no-direction）,
hiesyo_com,向かって伸びていくごぼう,include,,ごぼう,burdock,warm,地面に向かって伸びていくごぼうやにんじんは陽性食品,entry-(b) / A2 癒着スパン: claims.csv が持つ帰属を両コーダーが一致で落とした（c1=fragment / c2=fragment）,
hiesyo_com,地面に向かって伸びていくごぼうやにんじんは,include,,にんじん,carrot,warm,地面に向かって伸びていくごぼうやにんじんは陽性食品,entry-(b) / A2 癒着スパン: claims.csv が持つ帰属を両コーダーが一致で落とした（c1=fragment / c2=fragment）,
hiesyo_com,多いスイカ,include,,スイカ,watermelon,cool,水分が多いスイカやなしなどの果物も陰性食品です,entry-(b) / A2 癒着スパン: claims.csv が持つ帰属を両コーダーが一致で落とした（c1=fragment / c2=fragment）,
hiesyo_com,春に延びゆくたけのこや山菜,include,,たけのこ,bamboo shoot,cool,春に延びゆくたけのこや山菜、水分が多いスイカやなしなどの果物も陰性食品です,entry-(b) / A2 癒着スパン: claims.csv が持つ帰属を両コーダーが一致で落とした（c1=fragment / c2=fragment）,
hiesyo_com,柿,include,,柿,persimmon,warm,体を冷やさない果物はりんごや柿,entry-(b) / A5 系（方向の読み・スパンは健全）: claims.csv が持つ帰属を両コーダーが一致で落とした（c1=no-direction / c2=no-direction）,
hiesyo_com,白いお砂糖,include,,白いお砂糖,white sugar,cool,"そして世のなかで一番体を冷やすのは食品そのものではありません。
それは、食品添加物や化学調味料、そして白いお砂糖。",A3: claims.csv の food_ja に `・` を含む行は 649中0、`（）` を含む行は6。→ `・` 複合は構成要素に割る（c2）／`（）` 複合は1行のまま（c1）,
hiesyo_com,白砂糖,include,,白砂糖,white sugar,cool,"そして世のなかで一番体を冷やすのは食品そのものではありません。
それは、食品添加物や化学調味料、そして白いお砂糖。白砂糖は食品ではなく薬だと思っています。",A3: claims.csv の food_ja に `・` を含む行は 649中0、`（）` を含む行は6。→ `・` 複合は構成要素に割る（c2）／`（）` 複合は1行のまま（c1）,
hiesyo_com,穫れるバナナ,include,,バナナ,banana,cool,南の国で穫れるバナナやパイナップルは陰性食品,entry-(b) / A2 癒着スパン: claims.csv が持つ帰属を両コーダーが一致で落とした（c1=fragment / c2=fragment）,
hiesyo_com,食品添加物,include,,食品添加物,food additives,cool,"そして世のなかで一番体を冷やすのは食品そのものではありません。
それは、食品添加物や化学調味料、そして白いお砂糖。白砂糖は食品ではなく薬だと思っています。",A7: claims.csv の food_ja で 体を温め/体を冷や/陰性/陽性/温活 を含む行は 649中0。一方 葉物野菜・ナッツ類・香辛料・海藻・生野菜・食品添加物 など実在クラスは17行ある。→ 方向語つきの総称ラベルは食品にせん／実在,
hiesyo_com,高い鶏肉,include,,鶏肉,chicken,warm,陽性の強い肉の中でもよく動き体温の高い鶏肉は極陽です,entry-(b) / A2 癒着スパン: claims.csv が持つ帰属を両コーダーが一致で落とした（c1=fragment / c2=fragment）,
jsfca,● 陰性食材,exclude,fragment,,,,,A7: claims.csv の food_ja で 体を温め/体を冷や/陰性/陽性/温活 を含む行は 649中0。一方 葉物野菜・ナッツ類・香辛料・海藻・生野菜・食品添加物 など実在クラスは17行ある。→ 方向語つきの総称ラベルは食品にせん／実在,
jsfca,● 陽性食材,exclude,fragment,,,,,A7: claims.csv の food_ja で 体を温め/体を冷や/陰性/陽性/温活 を含む行は 649中0。一方 葉物野菜・ナッツ類・香辛料・海藻・生野菜・食品添加物 など実在クラスは17行ある。→ 方向語つきの総称ラベルは食品にせん／実在,
jsfca,このスープは,include,,根菜のスープ,root vegetable soup,warm,このスープは、陰性の根菜を使いつつ温かい料理で体を温め、陰陽のバランスが取れた一品になります。,A2: 凍結 claims.csv が4形すべての癒着食品を、癒着したままの quote で拾っとる（yomeishu 6/6・kracie 5/5・hiesyo_com 5/5・onkatsu_note の `└小豆` は quote が「└小豆,
jsfca,さつまいもやかぼちゃやナッツ類を取り入れ,include,,さつまいも,sweet potato,warm,さつまいもやかぼちゃやナッツ類を取り入れ、体を温める食材を意識的に選ぶと良いでしょう,entry-(b) / A2 癒着スパン: claims.csv が持つ帰属を両コーダーが一致で落とした（c1=fragment / c2=fragment）,
jsfca,しょうがなどの根菜を用意しましょう,include,,しょうが,ginger,warm,しょうがやにんにく、唐辛子は、料理に加えることで体を温める効果があり,entry-(b) / A2 癒着スパン: claims.csv が持つ帰属を両コーダーが一致で落とした（c1=fragment / c2=fragment）,
jsfca,しょうがやにんにく,include,,にんにく,garlic,warm,しょうがやにんにく、唐辛子は、料理に加えることで体を温める効果があり,entry-(b) / A2 癒着スパン: claims.csv が持つ帰属を両コーダーが一致で落とした（c1=fragment / c2=fragment）,
jsfca,わかめ,include,,わかめ,wakame seaweed,cool,海藻も陰性食材の一つで、わかめやもずくは、味噌汁やサラダに加えることで栄養を摂取できます。,A12: claims.csv が jsfca の わかめ/もずく を cool で coding しとる（quote =「海藻も陰性食材の一つで、わかめやもずくは」）＝上位クラスの方向を継承する,
jsfca,わかめやもずくは,include,,もずく,mozuku seaweed,cool,わかめやもずくは、味噌汁やサラダに加えることで栄養を摂取できます,entry-(b) / A2 癒着スパン: claims.csv が持つ帰属を両コーダーが一致で落とした（c1=fragment / c2=fragment）,
jsfca,アスパラガスや菜の花,include,,菜の花,rapeseed flowers,cool,陰性の食材として、アスパラガスや菜の花、若竹が適しており,entry-(b) / A2 癒着スパン: claims.csv が持つ帰属を両コーダーが一致で落とした（c1=fragment / c2=fragment）,
jsfca,サラダ,exclude,no-direction,,,,,両者 uncertain。ソースは L229「冷たい陰性のサラダ」と L249「サイドに陽性のサラダ」で矛盾するが、方向はどちらも**修飾された形**に付いとって、裸の サラダ には付いてへん（実測: 陰性/陽性 を含むサラダ候補は7本すべて修飾つき・裸の `サラダ` は無修飾）。§3「Do not infer a direction the source does not state」より裸のトークンは方向なし。凍結 claims.csv も jsfca に サラダ を持たん。oitr/果物 と同じ構造・同じ扱い,
jsfca,動物性食品,include,,動物性食品,animal foods,warm,加工された食品や動物性食品は陽性,A7: claims.csv の food_ja で 体を温め/体を冷や/陰性/陽性/温活 を含む行は 649中0。一方 葉物野菜・ナッツ類・香辛料・海藻・生野菜・食品添加物 など実在クラスは17行ある。→ 方向語つきの総称ラベルは食品にせん／実在,
jsfca,柔らかくて軽い豆腐,include,,豆腐,tofu,cool,柔らかくて軽い豆腐や葉物野菜は陰性に分類されます,entry-(b) / A2 癒着スパン: claims.csv が持つ帰属を両コーダーが一致で落とした（c1=fragment / c2=fragment）,
jsfca,自然食品,include,,自然食品,natural foods,cool,未加工の自然食品、穀物や野菜は陰性とされます,A7: claims.csv の food_ja で 体を温め/体を冷や/陰性/陽性/温活 を含む行は 649中0。一方 葉物野菜・ナッツ類・香辛料・海藻・生野菜・食品添加物 など実在クラスは17行ある。→ 方向語つきの総称ラベルは食品にせん／実在,
jsfca,軽い煮物,include,,軽い煮物,lightly simmered dish,cool,例えば、夏野菜や冷たい果物、軽い煮物などを選ぶと良いでしょう。,A2: 凍結 claims.csv が4形すべての癒着食品を、癒着したままの quote で拾っとる（yomeishu 6/6・kracie 5/5・hiesyo_com 5/5・onkatsu_note の `└小豆` は quote が「└小豆,
jsfca,陰性食材,exclude,not-food,,,,,A7: claims.csv の food_ja で 体を温め/体を冷や/陰性/陽性/温活 を含む行は 649中0。一方 葉物野菜・ナッツ類・香辛料・海藻・生野菜・食品添加物 など実在クラスは17行ある。→ 方向語つきの総称ラベルは食品にせん／実在,
karada_onkatsu,2. しょうが｜温活食材の王様,include,,しょうが,ginger,warm,2. しょうが｜温活食材の王様,A1: §9.5 が明文で「『体が温まる！おすすめ温活レシピ』predicates it of the recipes as a group」と書いとる。見出しによる群述語は protocol 自身が認めとる。⚠️ claims.csv には料理が,
karada_onkatsu,4. 発酵食品,include,,発酵食品,fermented foods,warm,4. 発酵食品｜腸から体を温める,A1: §9.5 が明文で「『体が温まる！おすすめ温活レシピ』predicates it of the recipes as a group」と書いとる。見出しによる群述語は protocol 自身が認めとる。⚠️ claims.csv には料理が,
karada_onkatsu,4. 発酵食品｜腸から体を温める,include,,発酵食品,fermented foods,warm,発酵食品｜腸から体を温める,A1: §9.5 が明文で「『体が温まる！おすすめ温活レシピ』predicates it of the recipes as a group」と書いとる。見出しによる群述語は protocol 自身が認めとる。⚠️ claims.csv には料理が,
karada_onkatsu,いも類は温活の基本食材,include,,いも類,tubers/potatoes,warm,根菜・いも類は温活の基本食材。,A2: 凍結 claims.csv が4形すべての癒着食品を、癒着したままの quote で拾っとる（yomeishu 6/6・kracie 5/5・hiesyo_com 5/5・onkatsu_note の `└小豆` は quote が「└小豆,
karada_onkatsu,しょうがの温め効果,include,,しょうが,ginger,warm,しょうがの温め効果,A2: 凍結 claims.csv が4形すべての癒着食品を、癒着したままの quote で拾っとる（yomeishu 6/6・kracie 5/5・hiesyo_com 5/5・onkatsu_note の `└小豆` は quote が「└小豆,
karada_onkatsu,スパイス,include,,スパイス,spices,warm,5. その他の温め食材,A3: claims.csv の food_ja に `・` を含む行は 649中0、`（）` を含む行は6。→ `・` 複合は構成要素に割る（c2）／`（）` 複合は1行のまま（c1）,
karada_onkatsu,スパイス・薬味・その他,include,,スパイス・薬味・その他,spices and seasonings,warm,料理にプラスするだけで温め効果アップ,A3: claims.csv の food_ja に `・` を含む行は 649中0、`（）` を含む行は6。→ `・` 複合は構成要素に割る（c2）／`（）` 複合は1行のまま（c1）,
karada_onkatsu,ヨーグルト,include,,ヨーグルト,yogurt,neutral,ヨーグルトは中性〜温め寄りに変化します。,方向の範囲表現。ソースの述べる語は「中性〜温め寄り」で、head は 中性。`warm` を採ると修飾語 温め寄り を方向に昇格させることになり、§3「Do not infer a direction the source does not state」に触れる。同ソースが 発酵前の乳製品 を cool にしとるのとも整合（発酵で cool→neutral）。c2 の判断。凍結 claims.csv は沈黙なので Route D の純増,
karada_onkatsu,七味を加えるだけで温め効果がアップします,include,,七味,shichimi pepper,warm,七味を加えるだけで温め効果がアップします,A2: 凍結 claims.csv が4形すべての癒着食品を、癒着したままの quote で拾っとる（yomeishu 6/6・kracie 5/5・hiesyo_com 5/5・onkatsu_note の `└小豆` は quote が「└小豆,
karada_onkatsu,乾燥しょうが（ショウガオール）,include,,乾燥しょうが,ginger (heated/dried),warm,"🔥 加熱・乾燥しょうが（ショウガオール）
加熱・乾燥するとジンゲロールがショウガオールに変化。体の芯から持続的に温める効果が高まる。",A3: claims.csv の food_ja に `・` を含む行は 649中0、`（）` を含む行は6。→ `・` 複合は構成要素に割る（c2）／`（）` 複合は1行のまま（c1）,
karada_onkatsu,体を温める根菜・いも類,include,,根菜・いも類,root vegetables and tubers,warm,体を温める根菜・いも類,A3: claims.csv の food_ja に `・` を含む行は 649中0、`（）` を含む行は6。→ `・` 複合は構成要素に割る（c2）／`（）` 複合は1行のまま（c1）,
karada_onkatsu,南国の果物は体を冷やしやすいとされています,include,,南国の果物,tropical fruits,cool,南国の果物は体を冷やしやすいとされています,A2: 凍結 claims.csv が4形すべての癒着食品を、癒着したままの quote で拾っとる（yomeishu 6/6・kracie 5/5・hiesyo_com 5/5・onkatsu_note の `└小豆` は quote が「└小豆,
karada_onkatsu,地下鱗茎類,include,,地下鱗茎類,underground bulb vegetables,warm,硫化アリルが血行を促進し体を温める作用があるとされています。,A7: claims.csv の food_ja で 体を温め/体を冷や/陰性/陽性/温活 を含む行は 649中0。一方 葉物野菜・ナッツ類・香辛料・海藻・生野菜・食品添加物 など実在クラスは17行ある。→ 方向語つきの総称ラベルは食品にせん／実在,
karada_onkatsu,夏が旬の野菜は体を冷やす性質,include,,夏野菜,summer vegetables,cool,夏が旬の野菜は体を冷やす性質。,A2: 凍結 claims.csv が4形すべての癒着食品を、癒着したままの quote で拾っとる（yomeishu 6/6・kracie 5/5・hiesyo_com 5/5・onkatsu_note の `└小豆` は quote が「└小豆,
karada_onkatsu,夏野菜は冷やしやすいので注意,include,,夏野菜,summer vegetables,cool,夏野菜は冷やしやすいので注意,A2: 凍結 claims.csv が4形すべての癒着食品を、癒着したままの quote で拾っとる（yomeishu 6/6・kracie 5/5・hiesyo_com 5/5・onkatsu_note の `└小豆` は quote が「└小豆,
karada_onkatsu,大根,include,,大根,daikon radish,cool,大根は根菜ですが水分が多く冷やしやすい性質を持ちます,A3: claims.csv の food_ja に `・` を含む行は 649中0、`（）` を含む行は6。→ `・` 複合は構成要素に割る（c2）／`（）` 複合は1行のまま（c1）,
karada_onkatsu,大根は根菜ですが水分が多く冷やしやすい性質を持ちます,include,,大根,daikon radish,cool,大根は根菜ですが水分が多く冷やしやすい性質を持ちます,A3: claims.csv の food_ja に `・` を含む行は 649中0、`（）` を含む行は6。→ `・` 複合は構成要素に割る（c2）／`（）` 複合は1行のまま（c1）,
karada_onkatsu,温活食材の中で最も代表的なのがしょうがです,include,,しょうが,ginger,warm,温活食材の中で最も代表的なのがしょうがです,A2: 凍結 claims.csv が4形すべての癒着食品を、癒着したままの quote で拾っとる（yomeishu 6/6・kracie 5/5・hiesyo_com 5/5・onkatsu_note の `└小豆` は quote が「└小豆,
karada_onkatsu,生姜パウダー（乾燥しょうが）,include,,生姜パウダー（乾燥しょうが）,ginger powder (dried ginger),warm,加熱・乾燥でショウガオールが増加。味噌汁・紅茶・白湯に入れるだけで手軽に温活◎,A1: §9.5 が明文で「『体が温まる！おすすめ温活レシピ』predicates it of the recipes as a group」と書いとる。見出しによる群述語は protocol 自身が認めとる。⚠️ claims.csv には料理が,
karada_onkatsu,発酵前の乳製品,include,,発酵前の乳製品,unfermented dairy products,cool,発酵前の乳製品・豆腐は冷やしやすい性質。,A2: 凍結 claims.csv が4形すべての癒着食品を、癒着したままの quote で拾っとる（yomeishu 6/6・kracie 5/5・hiesyo_com 5/5・onkatsu_note の `└小豆` は quote が「└小豆,
karada_onkatsu,発酵食品,include,,発酵食品,fermented foods,warm,体を温める発酵食品,A1: §9.5 が明文で「『体が温まる！おすすめ温活レシピ』predicates it of the recipes as a group」と書いとる。見出しによる群述語は protocol 自身が認めとる。⚠️ claims.csv には料理が,
karada_onkatsu,白砂糖（体を冷やす）の代わりに使える天然甘味料,include,,白砂糖,white sugar,cool,白砂糖（体を冷やす）の代わりに使える天然甘味料,A2: 凍結 claims.csv が4形すべての癒着食品を、癒着したままの quote で拾っとる（yomeishu 6/6・kracie 5/5・hiesyo_com 5/5・onkatsu_note の `└小豆` は quote が「└小豆,
karada_onkatsu,紅茶（体を温める）が特におすすめです,include,,紅茶,black tea,warm,紅茶（体を温める）が特におすすめです,A2: 凍結 claims.csv が4形すべての癒着食品を、癒着したままの quote で拾っとる（yomeishu 6/6・kracie 5/5・hiesyo_com 5/5・onkatsu_note の `└小豆` は quote が「└小豆,
karada_onkatsu,納豆は温める,include,,納豆,natto,warm,豆腐は冷やすが、納豆は温める。,A2: 凍結 claims.csv が4形すべての癒着食品を、癒着したままの quote で拾っとる（yomeishu 6/6・kracie 5/5・hiesyo_com 5/5・onkatsu_note の `└小豆` は quote が「└小豆,
karada_onkatsu,薬味,include,,薬味,aromatic condiments,warm,スパイス・薬味・その他,A3: claims.csv の food_ja に `・` を含む行は 649中0、`（）` を含む行は6。→ `・` 複合は構成要素に割る（c2）／`（）` 複合は1行のまま（c1）,
karada_onkatsu,豆腐,include,,豆腐,tofu,cool,発酵前の乳製品・豆腐は冷やしやすい性質。,A3: claims.csv の food_ja に `・` を含む行は 649中0、`（）` を含む行は6。→ `・` 複合は構成要素に割る（c2）／`（）` 複合は1行のまま（c1）,
