source_id,line_no,candidate,paths,coder1,coder2,adjudicated,final_label,reason,sublabels,food_ja,food_en,direction,quote
attaka_navi,11,温度,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,11,限りません,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,11,食べて,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,11,食べる,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,11,食後,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,11,食後にすぐ冷えてしまうのです,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,11,食材自体に体を冷やす性質があれば,list|prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,12,寒い日,prose,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,12,寒い日に温かい鍋やスープを食べるとホッとしますよね,prose,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,12,食後にすぐ冷えてしまうのです。,list,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,13,こ,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,13,この記事では,list|prose,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,13,両面から,prose,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,13,最適な食べ合わせ,prose,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,13,本当,prose,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,13,本当に体を温める食材の見分け方と,list|prose,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,13,東洋医学,prose,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,13,東洋医学の知恵と栄養学の両面から,list,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,13,東洋医学（薬膳）,prose,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,13,東洋医学（薬膳）の知恵と栄養学の両面から,prose,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,13,栄養学,prose,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,13,温める食材,labeled|prose|wrapped,exclude,exclude,False,exclude,not-food,,,,,
attaka_navi,13,温活に最適な食べ合わせを紹介します,prose,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,13,知恵,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,13,紹介します,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,13,記事,prose,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,14,ついて,prose|wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,14,なお,list|prose|wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,14,体を温める飲み物については「,list|prose,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,14,体を温める飲み物については「体を温める飲み物おすすめ8選,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,14,温める飲み物,prose|wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,14,温める飲み物おすすめ8選,prose|wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,15,体を温める飲み物おすすめ8選,line|prose|scoped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,15,体を温める飲み物おすすめ8選」で,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,15,温める飲み物おすすめ8選」,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,15,辛い成分,prose|wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,15,辛い成分と温活の関係については「,list|prose|wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,15,関係,prose|wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,16,「辛い,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,16,」で,list|prose|wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,16,かく,prose|wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,16,デトックス,prose|wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,16,汗,prose|wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,16,辛い成分と温活の関係については「辛いもので汗をかくのはデトックス,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,17,辛い,prose|wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,17,辛いもので汗をかくのはデトックス,prose|wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,18,」でそれぞれ詳しく解説していますので,prose,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,18,それぞれ詳しく解説しています,prose,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,18,合わせてチェックしてみてください,prose,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,19,学ぶ「五性」,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,19,目次,line|prose|scoped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,19,目次薬膳,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,19,目次薬膳に学ぶ「五性」の考え方,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,19,考え方,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,20,ポイント,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,20,考え方体,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,20,薬膳に学ぶ「五性」の考え方,line|prose|scoped,exclude,exclude,False,exclude,not-food,,,,,
attaka_navi,20,薬膳に学ぶ「五性」の考え方体を温める食材の見分け方4つのポイント,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,20,見分け方4つ,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,21,ポイント1. 寒い地域,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,21,体を温める食材の見分け方4つのポイント,prose,exclude,exclude,False,exclude,not-food,,,,,
attaka_navi,21,体を温める食材の見分け方4つのポイント1. 寒い地域,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,21,冬,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,21,冬に育つもの,list|prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,21,育つ,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,22,1. 寒い地域,list|prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,22,1. 寒い地域・冬に育つもの,line,exclude,exclude,False,exclude,not-food,,,,,
attaka_navi,22,2. 地中,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,22,一部,prose|scoped|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,22,一部）,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,22,冬に育つもの2. 地中で育つもの（根菜類の一部）,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,22,根菜類,prose|scoped|wrapped,exclude,include,True,include,,category,根菜類,root vegetables,warm,2. 地中で育つもの（根菜類の一部）
attaka_navi,22,根菜類の一部,prose|scoped|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,22,（根菜類,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,23,2. 地中で育つもの,line|scoped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,23,2. 地中で育つもの（根菜類の一部）,prose,exclude,exclude,False,exclude,not-food,,,,,
attaka_navi,23,2. 地中で育つもの（根菜類の一部）3. 暖色系の色をしているもの,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,23,している,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,23,一部）3. 暖色系,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,23,色,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,24,3. 暖色系,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,24,3. 暖色系の色をしているもの,line|prose|scoped,exclude,exclude,False,exclude,not-food,,,,,
attaka_navi,24,3. 暖色系の色をしているもの4. 発酵しているもの,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,24,4. 発酵している,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,25,4. 発酵しているもの,line|prose|scoped,exclude,exclude,False,exclude,not-food,,,,,
attaka_navi,25,4. 発酵しているもの体を温める食材一覧,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,25,温める食材一覧,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,26,き,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,26,きのこ,list|prose|wrapped,exclude,exclude,False,exclude,no-direction,,,,,
attaka_navi,26,体を温める食材一覧,line|prose|scoped,exclude,exclude,False,exclude,not-food,,,,,
attaka_navi,26,体を温める食材一覧野菜,wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,26,温める食材一覧野菜,wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,27,きのこ肉,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,27,こ肉,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,27,野菜,list|prose|wrapped,exclude,exclude,False,exclude,no-direction,,,,,
attaka_navi,27,野菜・きのこ,line,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,27,魚介,list|prose|wrapped,exclude,exclude,False,exclude,no-direction,,,,,
attaka_navi,28,肉,list|prose|wrapped,exclude,exclude,False,exclude,no-direction,,,,,
attaka_navi,28,肉・魚介,line,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,28,調味料,list|prose|wrapped,exclude,exclude,False,exclude,no-direction,,,,,
attaka_navi,28,魚介発酵食品,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,29,ナッツ,list|prose|wrapped,exclude,exclude,False,exclude,no-direction,,,,,
attaka_navi,29,発酵食品,list|prose|wrapped,include,include,False,include,,category,発酵食品,fermented food,warm,発酵食品は、発酵過程で生まれる酵素が代謝を高め、体を温める作用があります。
attaka_navi,29,発酵食品・調味料,line,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,29,調味料果物,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,30,し穴,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,30,す鍋」,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,30,ナッツ意外,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,30,ナッツ意外と知らない「体を冷やす鍋」の落とし穴,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,30,果物,list|prose|wrapped,exclude,exclude,False,exclude,no-direction,,,,,
attaka_navi,30,果物・ナッツ,line,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,30,知らない「体,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,30,落,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,31,し穴冷え,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,31,すい鍋,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,31,具材,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,31,意外,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,31,意外と知らない「体を冷やす鍋」の落とし穴,prose,exclude,exclude,False,exclude,not-food,,,,,
attaka_navi,31,意外と知らない「体を冷やす鍋」の落とし穴冷えやすい鍋の具材,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,32,するコツ,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,32,具材温まる鍋,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,32,冷え,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,32,冷えやすい鍋の具材,line|prose|scoped,exclude,exclude,False,exclude,not-food,,,,,
attaka_navi,32,冷えやすい鍋の具材温まる鍋にするコツ,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,33,おすすめ,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,33,するコツ温活,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,33,最強メニュー5選,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,33,温まる鍋,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,33,温まる鍋にするコツ,line|prose|scoped,exclude,exclude,False,exclude,not-food,,,,,
attaka_navi,33,温まる鍋にするコツ温活におすすめの最強メニュー5選,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,34,味噌汁,prose|wrapped,exclude,exclude,False,exclude,no-direction,,,,,
attaka_navi,34,温活におすすめの最強メニュー5選,line|prose|scoped,exclude,exclude,False,exclude,not-food,,,,,
attaka_navi,34,温活におすすめの最強メニュー5選1. 生姜たっぷりの味噌汁,wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,35,1. 生姜たっぷり,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,35,1. 生姜たっぷりの味噌汁,line|prose|scoped,exclude,include,True,include,,dish,生姜たっぷりの味噌汁,miso soup with ginger,warm,毎朝の習慣として最も取り入れやすい温活メニューです。
attaka_navi,35,1. 生姜たっぷりの味噌汁2. キムチ鍋,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,35,味噌汁2. キムチ鍋,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,36,2. キムチ鍋,line|prose|scoped,exclude,include,True,include,,dish,キムチ鍋,kimchi hot pot,warm,温活食材が勢ぞろいする最強の鍋です。
attaka_navi,36,2. キムチ鍋3. 鮭,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,36,2. キムチ鍋3. 鮭と根菜の粕汁,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,36,根菜,list|prose|wrapped,exclude,include,True,include,,category,根菜,root vegetables,warm,具材にはにんじんやかぶなどの温性の根菜を入れると、さらに効果的です。
attaka_navi,36,粕汁,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,37,3. 鮭,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,37,3. 鮭と根菜の粕汁,line|prose|scoped,exclude,include,True,include,,dish,鮭と根菜の粕汁,kasujiru with salmon and root vegetables,warm,北陸や東北で昔から冬の定番とされてきた温活メニューです。
attaka_navi,37,3. 鮭と根菜の粕汁4. にんにくたっぷりのアヒージョ,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,37,くたっぷり,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,37,ん,list|prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,37,アヒージョ,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,37,粕汁4.,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,38,4. にんにくたっぷりのアヒージョ,prose,exclude,include,True,include,,dish,にんにくたっぷりのアヒージョ,garlic ajillo,warm,エビ（温性）やきのこ（平性）を加えた温活アヒージョは、パーティーメニューとしてもおしゃれです。
attaka_navi,38,4. にんにくたっぷりのアヒージョ5. 生姜炊き込みご飯,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,38,アヒージョ5. 生姜炊き込みご飯,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,39,5. 生姜炊き込みご飯,line|prose|scoped,exclude,include,True,include,,dish,生姜炊き込みご飯,ginger takikomi rice,warm,生姜を加熱することでショウガオールが生まれ、体の芯から温まります。
attaka_navi,39,5. 生姜炊き込みご飯逆,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,39,5. 生姜炊き込みご飯逆に体を冷やしてしまう食べ方,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,39,してしまう食べ方,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,40,してしまう食べ方生野菜サラダ,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,40,逆,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,40,逆に体を冷やしてしまう食べ方,line|prose|scoped,exclude,exclude,False,exclude,not-food,,,,,
attaka_navi,40,逆に体を冷やしてしまう食べ方生野菜サラダの食べすぎ,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,40,食べすぎ,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,41,生野菜サラダ,prose|wrapped,exclude,include,True,exclude,no-direction,dish,,,,
attaka_navi,41,生野菜サラダの食べすぎ,line|prose|scoped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,41,生野菜サラダの食べすぎ南国フルーツの食べすぎ,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,41,食べすぎ南国フルーツ,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,42,南国フルーツ,prose|wrapped,include,include,False,include,,category,南国フルーツ,tropical fruit,cool,バナナ、パイナップル、マンゴーなどの南国フルーツは体を冷やす性質が強いです。
attaka_navi,42,南国フルーツの食べすぎ,line|prose|scoped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,42,南国フルーツの食べすぎ白砂糖の摂りすぎ,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,42,摂りすぎ,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,42,食べすぎ白砂糖,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,43,全般,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,43,摂りすぎ冷たい,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,43,白砂糖,list|prose|wrapped,include,include,False,include,,,白砂糖,white sugar,cool,白砂糖は体を冷やす性質があるとされています。
attaka_navi,43,白砂糖の摂りすぎ,line|prose|scoped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,43,白砂糖の摂りすぎ冷たいもの全般,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,44,全般タンパク質,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,44,冷たい,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,44,冷たいもの全般,line|prose|scoped,exclude,exclude,False,exclude,not-food,,,,,
attaka_navi,44,冷たいもの全般タンパク質で熱を生み出す「食事誘発性熱産生」,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,44,熱,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,44,生み出す「食事誘発性熱産生」,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,45,タンパク質,line|list|prose|scoped|wrapped,exclude,exclude,False,exclude,not-food,,,,,
attaka_navi,45,タンパク質で熱を生み出す「食事誘発性熱産生」,prose,exclude,exclude,False,exclude,not-food,,,,,
attaka_navi,45,タンパク質で熱を生み出す「食事誘発性熱産生」まとめ,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,45,生み出す「食事誘発性熱産生」ま,wrapped,exclude,exclude,False,exclude,navigation,,,,,
attaka_navi,46,ま,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,46,まとめ,line|prose|scoped,exclude,exclude,False,exclude,not-food,,,,,
attaka_navi,46,まとめ薬膳に学ぶ「五性」の考え方,wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,46,め薬膳,wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,47,あります,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,47,いう考え方,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,47,ごせい,list|prose|wrapped,exclude,exclude,False,exclude,not-food,,,,,
attaka_navi,47,よって5つ,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,47,体へ,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,47,作用,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,47,分類する「五性」,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,47,分類する「五性（ごせい）」,prose|wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,47,考え方東洋医学,wrapped,exclude,exclude,False,exclude,fragment,,,,,
attaka_navi,47,薬膳に学ぶ「五性」の考え方東洋医学では,wrapped,exclude,exclude,False,exclude,fragment,,,,,
